star_rating,review_body
-1,awful case. the screen protector got dust between it and the adhesive on the protector came loose within 3 weeks. the plastic inner part of the case started cracking and I didn't even drop it yet! I can't return it now that it is broken but i wish i could. Im just going to get an otter box commuter for better quality.
1,Love this!
1,Great radio for the price. Awesome when it's paired with an apple device. Has a few small quirks but I can only imagine an upcoming update would take care of it. Tons of settings and user friendly.
-1,"Pro: Size is convenient. Looks cool but not very functional.<br />Cons: Would not stay in my ears, I should not have to struggle just to get it in my ears. It should be as simple as 1,2,3, Go. Not, put it in, possible use a mirror to help with the positioning, hook the ear piece thing and hope it doesn't fall out when you actually start moving. Buttons are tiny, hard to feel when you want to change the volume. Also feels like it is raping my ear canal every time I need to move it ! No thanks, I'll stick with my LG's."
1,Just finished using it while on a trip. Loved being able to keep my tablet operating while in flight.  It also indicates how much power is left.  No guessing game here.  Automatically turns off after using.
-1,Stopped working after a month
1,Beautiful cover very sturdy!
0,"These ear buds work as expected and the battery life is great, however the cords that attach the ear buds to the unit are too short even with the o-rings that secure them rolled back as far as they will go.  They are not so short that I cannot use the headseat, but they are short enough that I sometimes notice an annoying tug."
1,They are ok.
1,Love the look!
0,"It's a good looking case, but the clear window becomes scratched so easily that the case looks old before it's time. The good news is that it works with the charging pads better than my other case.<br /><br />The buttons are smooth on the sides and do not provide any tactile feedback. With gloves on, you cannot tell if you have pressed a button or not. So many times you will turn the screen on and off a couple times in a row. It's a decent case for a decent price."
1,Love it works great
1,It was what I expected
-1,"This case help if you just drop your phone, it does not protect prom the water at all, but on the box it says that this case can protect your phone under water around 6 feet deep for a 1 hour. This case is just waist of money. And yeah, they doesn't replace my phone, they just send me a new case. Why do I need a new case if my phone is not working?"
1,Sounds pretty darn good. Could use a little more bass but for $20 it blows away everything else I've listened to
-1,Not for the phone but was able to make it work
-1,Horible!
1,I love this charger! I've been using it for over a month now and it's still intact and working well. I needed a long cable and this is what I've been looking for.
-1,Wont work for my smartphone. Returned immediately!
1,good
1,Loved my new case..was right color. ..fit nicely on my phone. .arrived on time
1,Love this case. It is made well. I've had it on my iPhone 5C for a long time. I have dropped it several times and it is protected and not broken yet.
